City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Palencia,0,ES,1567230078,63,42.01,-4.53,64.0,3.36
Touba,96,SN,1567230078,89,14.86,-15.88,76.55,5.79
Lahij,0,YE,1567230078,42,13.06,44.88,90.95,9.55
Safranbolu,20,TR,1567230079,100,41.25,32.69,61.0,1.03
Butterworth,75,MY,1567230079,55,5.4,100.37,91.4,13.87
Mantua,40,IT,1567230079,69,45.16,10.79,81.0,3.36
Aleksandrovsk-Sakhalinskiy,99,RU,1567230080,88,50.9,142.16,59.63,5.08
Iroquois Falls,90,CA,1567230080,100,48.76,-80.69,50.0,3.36
Omboue,100,GA,1567230080,87,-1.57,9.26,74.93,13.13
Clyde River,90,CA,1567230081,93,70.47,-68.59,41.0,17.22
Sangar,79,RU,1567230081,37,63.92,127.47,67.73,4.56
Labuhan,0,ID,1567230081,35,-2.54,115.51,95.09,3.18
Hirara,75,JP,1567230082,70,24.8,125.28,89.6,12.75
Biltine,1,TD,1567230082,67,14.53,20.93,81.23,8.99
Buala,75,SB,1567230082,78,-8.15,159.59,81.95,8.57
Teguise,40,ES,1567230082,88,29.06,-13.56,71.6,14.99
Ayan,40,IR,1567230083,56,38.23,44.7,68.0,7.45
Alta Floresta,47,BR,1567230083,35,-9.87,-56.08,75.11,2.28
Tres Palos,20,MX,1567230083,83,16.83,-99.78,84.2,3.96
Plastun,89,RU,1567230084,91,44.76,136.29,61.25,2.86
Dhidhdhoo,100,MV,1567230084,76,6.88,73.1,82.31,11.7
Port Hedland,67,AU,1567230084,33,-20.31,118.58,89.6,12.75
Severo-Kurilsk,39,RU,1567230085,88,50.68,156.12,50.81,13.22
Codrington,40,AU,1567230085,52,-28.95,153.24,71.6,9.17
Venado,0,MX,1567230085,61,22.93,-101.09,61.97,12.5
Russell,1,US,1567230086,88,38.9,-98.86,68.0,6.93
Itarema,57,BR,1567230086,77,-2.92,-39.92,77.09,10.09
Aloleng,100,PH,1567230086,80,16.13,119.78,81.59,14.41
Flagstaff,1,US,1567230087,54,35.2,-111.65,80.6,4.25
Yulara,0,AU,1567230087,6,-25.24,130.99,84.2,6.93
Cabra,0,ES,1567230087,64,37.47,-4.43,73.0,2.39
Camara de Lobos,40,PT,1567230088,64,32.63,-16.97,69.8,9.17
Stefan cel Mare,0,RO,1567230088,82,46.98,26.52,78.01,3.36
Kushiro,75,JP,1567230088,100,43.11,144.15,66.2,4.7
North Bend,1,US,1567230089,93,43.41,-124.22,62.01,3.36
Barra,99,GM,1567230089,83,13.49,-16.54,79.79,19.28
Hanna,83,CA,1567229831,78,51.64,-111.93,52.0,1.99
Derzhavinsk,100,KZ,1567230090,78,51.1,66.31,47.75,19.17
Ozernovskiy,95,RU,1567230090,92,51.5,156.52,50.45,4.0
Chapais,90,CA,1567230090,93,49.78,-74.86,51.8,8.05
Avarua,82,CK,1567230091,56,-21.21,-159.78,69.8,4.7
Kruisfontein,48,ZA,1567230091,74,-34.0,24.73,50.09,16.35
Dadri,40,IN,1567230092,59,28.55,77.56,95.0,2.24
Kaitangata,68,NZ,1567230092,63,-46.28,169.85,55.99,8.01
Dodoma,2,TZ,1567230092,56,-6.18,35.75,72.23,4.05
Marau,76,BR,1567230093,76,-28.45,-52.2,64.85,2.15
Nahavand,0,IR,1567230093,35,34.19,48.37,75.2,4.7
Goldsboro,1,US,1567230093,100,35.38,-77.99,69.01,3.31
Zubtsov,17,RU,1567230094,83,56.17,34.59,62.51,1.25
Itarantim,60,BR,1567230094,96,-15.65,-40.06,57.65,1.5
Cairns,90,AU,1567230094,45,-16.92,145.77,82.4,16.11
Zilupe,85,RU,1567230095,92,56.39,28.12,59.63,4.68
Towada,75,JP,1567230095,45,40.61,141.21,86.0,14.99
Japura,100,ID,1567230095,37,-0.42,102.29,89.69,4.47
Laukaa,0,FI,1567230095,93,62.42,25.95,55.0,4.7
Dingtao,65,CN,1567230096,36,35.07,115.56,84.29,4.32
Brno,0,CZ,1567230096,88,49.19,16.61,69.01,3.36
Nishihara,75,JP,1567230096,62,35.74,139.53,91.0,6.93
Contamana,76,PE,1567230097,77,-7.35,-75.01,73.85,2.73
Saint-Joseph,0,FR,1567230097,72,43.56,6.97,75.2,4.7
Netrakona,94,BD,1567230097,59,24.88,90.72,92.93,1.45
Bermejo,0,AR,1567230098,74,-22.73,-64.34,56.93,2.59
Qaqortoq,10,GL,1567230098,70,60.72,-46.03,42.8,3.36
Cabras,100,CO,1567230098,96,5.5,-75.6,55.99,1.01
Putnam,1,US,1567230099,77,41.92,-71.91,69.01,6.93
Manama,68,AE,1567230099,24,25.33,56.02,100.4,5.82
Ternate,75,PH,1567230099,79,14.29,120.72,87.01,9.17
Poros,0,TR,1567230100,49,40.9,26.22,69.8,6.93
Vila Velha,75,BR,1567230100,78,-3.71,-38.6,78.8,16.11
Zhanjiang,100,CN,1567230100,84,21.2,110.4,82.13,11.3
Mittersill,20,AT,1567230101,88,47.28,12.48,62.6,4.7
Eureka,1,US,1567230001,82,40.8,-124.16,60.01,4.7
Jumla,27,NP,1567230102,52,29.28,82.18,72.41,5.84
Nhamunda,78,BR,1567230102,69,-2.19,-56.71,74.75,1.5
Coihaique,75,CL,1567230103,80,-45.58,-72.07,39.2,3.36
Shimoda,40,JP,1567230103,66,34.7,138.93,86.0,17.22
Vigia del Fuerte,99,CO,1567230104,97,6.58,-76.89,73.85,1.95
Kavaratti,98,IN,1567230104,78,10.57,72.64,81.77,17.45
Nyurba,91,RU,1567230104,46,63.29,118.35,67.73,2.62
Chakrata,75,IN,1567230105,83,30.7,77.87,84.2,3.36
Lodwar,0,KE,1567230105,48,3.12,35.6,82.85,17.83
Biak,49,ID,1567230106,79,-0.91,122.88,72.05,3.44
Sabha,0,LY,1567230040,22,27.03,14.43,82.85,6.98
Ixtapa,5,MX,1567230106,83,20.71,-105.21,80.6,4.9
Puri,34,ID,1567230107,30,-7.54,112.45,94.37,8.3
Bonavista,75,CA,1567230107,76,48.65,-53.11,61.0,1.01
Havoysund,40,NO,1567230107,93,71.0,24.66,53.6,16.11
Peterhead,0,AU,1567230108,30,-34.83,138.5,72.0,23.04
La Asuncion,41,AR,1567230108,76,-26.05,-65.39,38.57,2.59
Luderitz,0,NA,1567230108,66,-26.65,15.16,53.6,18.34
Sao Joao da Barra,0,BR,1567230109,93,-21.64,-41.05,64.49,2.48
Ust-Maya,27,RU,1567230109,48,60.42,134.54,67.01,3.58
Svarychiv,0,UA,1567230109,93,48.96,24.19,64.4,2.24
Ponta Delgada,20,PT,1567230110,100,37.73,-25.67,71.6,5.82
Mezen,75,RU,1567230110,71,65.85,44.24,56.03,5.1
Jiuquan,0,CN,1567230111,15,39.73,98.49,83.39,14.56
Pimenta Bueno,0,BR,1567230111,49,-11.68,-61.19,77.81,1.16
Adre,25,TD,1567230111,70,13.47,22.2,76.37,2.98
Progreso,17,UY,1567230112,93,-34.68,-56.22,50.0,3.4
Bintulu,75,MY,1567230112,66,3.17,113.03,91.4,9.17
Makakilo City,1,US,1567230113,61,21.35,-158.09,84.2,5.82
Raudeberg,100,NO,1567230113,93,61.99,5.14,57.2,5.82
Khudat,91,AZ,1567230113,62,41.63,48.68,67.37,6.93
Quzhou,99,CN,1567230114,51,28.97,118.86,87.35,3.09
Willmar,1,US,1567230114,87,45.12,-95.04,60.8,3.49
Qeshm,29,IR,1567230114,56,26.96,56.27,96.8,4.7
Diffa,33,NE,1567230115,54,13.32,12.61,82.49,10.25
North Myrtle Beach,1,US,1567229895,83,33.83,-78.68,80.6,3.36
Mezhdurechensk,0,RU,1567230115,52,53.69,88.07,76.91,3.71
Krasnooktyabrskiy,0,RU,1567230115,32,44.93,38.37,72.0,8.95
Elat,83,CM,1567230116,97,2.91,11.16,68.45,1.92
Laguna,40,BZ,1567230116,94,16.17,-88.94,77.0,2.17
Coruripe,10,BR,1567230116,94,-10.12,-36.18,65.03,3.0
Marzuq,27,YE,1567230117,20,14.4,46.47,87.71,1.1
Kikwit,60,CD,1567230117,71,-5.04,18.82,75.83,5.68
Pell City,1,US,1567230117,100,33.59,-86.29,71.6,2.59
Verkhnevilyuysk,39,RU,1567230118,42,63.45,120.31,70.43,1.19
Santiago del Estero,0,AR,1567230118,46,-27.8,-64.26,52.79,6.76
Mitu,1,IR,1567230118,40,36.2,46.09,74.21,2.51
Bijar,0,IR,1567230119,48,35.87,47.6,70.61,11.99
Carquefou,0,FR,1567230119,93,47.3,-1.49,59.0,4.7
Vilyuysk,85,RU,1567230120,45,63.75,121.63,67.37,3.0
Manggar,5,ID,1567230120,51,-2.88,108.27,88.25,11.56
Conway,20,US,1567230120,94,35.09,-92.44,75.2,0.85
Dandong,0,CN,1567230120,51,40.12,124.37,79.43,6.89
Praia da Vitoria,20,PT,1567230121,88,38.73,-27.07,69.8,4.07
Santa Maria,0,BR,1567230121,68,-16.02,-48.01,64.4,1.9
Zhezkazgan,75,KZ,1567230121,66,47.8,67.71,51.8,20.13
Khuzhir,30,RU,1567230122,28,53.19,107.35,77.81,2.35
Constitucion,62,MX,1567230122,82,23.99,-104.67,62.01,4.0
Kaka,0,TM,1567230122,15,37.35,59.62,78.89,7.43
Rio Grande City,1,US,1567229927,78,26.38,-98.82,84.0,5.82
Leshukonskoye,91,RU,1567230123,69,64.9,45.76,54.77,2.53
Mao,75,DO,1567229836,100,19.55,-71.08,78.01,3.04
Ilfracombe,100,GB,1567230124,88,51.21,-4.13,62.6,31.09
Batsfjord,99,NO,1567230124,95,70.63,29.72,51.71,10.92
Frontera,6,MX,1567230124,76,18.53,-92.64,83.03,5.99
Boa Esperanca,83,BR,1567230125,63,-1.91,-60.0,75.65,2.53
Ca Mau,100,VN,1567230105,61,9.18,105.15,88.43,11.18
Gawler,0,AU,1567230125,30,-34.6,138.75,72.0,23.04
Hargeysa,0,SO,1567230106,73,9.56,44.06,69.8,23.04
Hadejia,38,NG,1567230126,80,12.45,10.04,76.91,7.99
Hof,0,DE,1567230126,81,50.32,11.92,66.99,3.56
Altus,40,US,1567230126,83,34.64,-99.33,73.4,11.41
Ubatuba,0,BR,1567229943,74,-23.43,-45.08,61.61,5.21
Atambua,66,ID,1567230127,65,-9.11,124.89,76.19,6.15
Linjiang,51,CN,1567230127,73,41.81,126.91,66.65,4.43
Zheleznodorozhnyy,90,RU,1567230128,93,55.75,38.0,61.0,2.24
Cayenne,47,GF,1567230128,88,4.94,-52.33,77.0,4.63
Kamaishi,40,JP,1567230128,48,39.28,141.86,84.2,10.29
Mareeba,90,AU,1567230128,45,-16.99,145.42,82.4,16.11
Oktyabrskoye,0,RU,1567230129,38,56.73,85.44,75.0,15.66
Benjamin Aceval,75,PY,1567230129,83,-24.97,-57.57,73.4,17.22
Zvenigovo,0,RU,1567230129,66,55.97,48.02,50.0,4.47
Khulna,90,BD,1567230130,53,22.82,89.55,93.47,5.59
Lazaro Cardenas,57,MX,1567230130,71,28.39,-105.62,67.91,3.13
Saint George,20,GR,1567230131,52,39.45,22.34,75.99,2.24
Kudahuvadhoo,100,MV,1567230131,71,2.67,72.89,82.85,8.25
Pontes e Lacerda,26,BR,1567230131,53,-15.23,-59.33,76.55,0.92
Rajpur,14,IN,1567230132,44,26.3,79.68,96.71,6.55
Kuantan,75,MY,1567230132,62,3.82,103.33,89.6,4.7
Comodoro Rivadavia,0,AR,1567230132,67,-45.87,-67.48,42.8,8.05
Chenzhou,71,CN,1567230133,38,25.81,113.03,89.15,6.2
Dom Pedrito,100,BR,1567230077,95,-30.98,-54.67,55.49,12.68
Pyay,100,MM,1567230133,84,18.82,95.22,81.59,4.79
Abu Kamal,0,SY,1567230134,37,34.45,40.92,85.73,16.46
Soledad,1,US,1567230134,82,36.43,-121.33,66.0,10.29
Ilulissat,0,GL,1567230134,30,69.22,-51.1,42.8,27.51
Trairi,67,BR,1567230135,89,-3.28,-39.27,72.23,8.68
Maymyo,90,MM,1567230135,79,22.03,96.47,87.8,2.24
Garissa,64,KE,1567230135,60,-0.46,39.64,79.43,15.48
Vikindu,20,TZ,1567230136,88,-6.98,39.3,75.2,4.7
Guilin,40,CN,1567230136,45,25.28,110.29,86.0,11.18
Solnechnyy,100,RU,1567230136,90,50.72,136.64,55.67,3.53
Algeciras,40,ES,1567230137,88,36.13,-5.45,75.2,8.05
Chichica,93,PA,1567230137,69,8.49,-82.16,57.99,4.0
Coahuayana,50,MX,1567230138,90,18.62,-100.35,70.61,2.55
Emerald,0,AU,1567230138,21,-23.53,148.16,81.0,8.05
Olinda,0,AU,1567230138,45,-37.84,145.39,66.99,17.22
Sandwick,100,GB,1567230138,93,54.57,-2.89,62.01,16.11
Necochea,0,AR,1567230139,72,-38.55,-58.74,40.37,6.71
Kang,0,BW,1567230139,24,-23.67,22.79,48.83,14.9
Ola,100,RU,1567230139,90,59.58,151.3,52.43,8.93
Newport,1,US,1567229943,88,41.49,-71.31,70.0,4.0
Saveh,0,IR,1567229972,31,35.02,50.36,75.47,9.19
Egvekinot,99,RU,1567230140,77,66.32,-179.17,50.99,4.29
Takoradi,98,GH,1567230141,91,4.89,-1.75,73.67,6.29
Vitim,1,RU,1567230141,40,59.44,112.57,68.09,4.81
Chengam,100,IN,1567230142,55,12.3,78.79,85.37,15.82
Baker City,1,US,1567230142,72,44.77,-117.83,75.2,5.82
Limon,75,US,1567230142,93,39.26,-103.69,66.0,10.29
Kurumkan,73,RU,1567230143,42,54.33,110.32,62.15,6.02
Chuchkovo,0,RU,1567230143,65,54.27,41.45,57.65,3.49
Orchard Homes,1,US,1567230143,82,46.86,-114.05,59.0,2.08
Novotitarovskaya,0,RU,1567230144,32,45.24,38.97,72.0,8.95
Skibbereen,40,IE,1567230144,87,51.55,-9.27,53.6,11.41
Nefteyugansk,90,RU,1567230144,100,61.09,72.61,50.0,8.95
Sangerhausen,0,DE,1567230126,93,51.47,11.3,66.0,6.93
Belaya Gora,0,RU,1567230145,39,68.54,146.19,47.93,1.25
Mayo,20,CA,1567229910,50,63.59,-135.9,51.8,3.56
Usinsk,34,RU,1567230146,77,66.0,57.56,46.31,13.82
Burnie,95,AU,1567230146,75,-41.05,145.91,55.0,5.01
Aykino,4,RU,1567230146,56,62.22,49.99,51.89,5.12
Rocha,59,UY,1567230147,89,-34.48,-54.34,42.53,4.07
